ANIO,MES,DEPARTAMENTO,MODALIDAD,cantidad,cantidad_3_meses_anteriores,densidad_poblacional,pct_poblacion_urbana,indice_pobreza,tasa_desempleo,poblacion_total,indice_riesgo_delictivo,estacionalidad_delictiva,peso_modalidad,tendencia_anual,pobreza_urbana,tasa_delitos_100k
2020,1,AMAZONAS,Estafa,10,30,23.28256955124113,44.00868916954963,45.671979455098025,3.820699987425524,9401.054314579638,30.411877832801377,15.0,1.0842855441268548,0.0,20.09963947597466,0.10637104802693764
2020,1,AMAZONAS,Extorsion,3,7,23.82186859079968,44.27352207329757,44.32225481882509,3.8977176480147246,9187.253381659668,30.40128498690431,15.0,0.8921098655428933,0.0,19.62302327059572,0.03265393774801989
2020,1,AMAZONAS,Hurto,206,504,23.617146329535473,43.94462871282658,44.90454420308013,3.6597758925613535,9218.758294466148,31.18178414828846,15.0,1.479861992442795,0.0,19.733135225230654,2.234574260653498
2020,1,AMAZONAS,Otros,345,1253,23.492344341208423,43.669014897460094,46.25746188321183,3.798736303399436,9225.634982982832,32.48157446453768,15.0,1.0067692913505333,0.0,20.200177920966702,3.7395799924489816
2020,1,AMAZONAS,Robo,27,83,23.07803344745412,44.05670882065536,44.45491199416408,3.768421355518455,9228.774192102808,30.51448173651091,15.0,1.3061310043869265,0.0,19.58537113374746,0.2925632314539051
2020,1,AMAZONAS,Violencia contra la mujer e integrantes,256,595,23.078010871034685,44.39802521844897,44.2525137778127,3.712485917816428,9235.10862719194,30.392270452398417,15.0,1.2037220587958544,0.0,19.64724222687089,2.7720301983912914
2020,2,AMAZONAS,Estafa,13,34,22.986366260989435,44.25783441322541,44.219307934290626,3.7629880011446564,9337.865085735963,31.78009368340821,18.660254037844386,1.073384531067852,0.0,19.57050808423259,0.139218117638668
2020,2,AMAZONAS,Extorsion,3,7,23.742740872445342,44.06925656996917,45.15876225275579,3.946983243304313,9219.158435334673,29.731744060953062,18.660254037844386,0.8829121129322349,0.0,19.90113080098934,0.03254093116028648
2020,2,AMAZONAS,Homicidio,3,3,23.49464365099164,44.1291889811072,46.21442517353162,3.86786597121398,9223.381460904311,30.896121303170805,18.660254037844386,0.6836547410963522,0.0,20.39405102136015,0.03252603194084812
2020,2,AMAZONAS,Hurto,185,537,23.5947559328171,44.37889458379131,45.29346334884096,3.739059272324542,9302.609757363358,31.125537542574293,18.660254037844386,1.460695287009271,0.0,20.100738352930282,1.9886892476981062
2020,2,AMAZONAS,Otros,352,1042,22.95126708666087,43.936941659102764,44.468972424641684,3.832027935650172,9197.603507546852,31.213124530780426,18.660254037844386,0.9848097928125228,0.0,19.538306470617314,3.827083867130994
2020,2,AMAZONAS,Robo,34,83,23.839835621623624,43.85162684226952,45.37413840078213,3.7229834970468465,9245.372521698308,30.042373348431113,18.660254037844386,1.2761726747454747,0.0,19.897297854405895,0.36775154186815234
2020,2,AMAZONAS,Violencia contra la mujer e integrantes,270,701,23.711166311789196,44.4199725772004,45.33707420351402,3.8336965483433794,9159.8908188257,31.137014764155047,18.660254037844386,1.2161997407281475,0.0,20.138715928505924,2.9476333871260496
2020,3,AMAZONAS,Estafa,13,39,23.130749407594866,44.31982995748909,45.261697866470065,3.9204346736034186,9409.029844124467,31.52489533517477,20.0,1.112928530080355,0.0,20.059907530292,0.13816514789904655
2020,3,AMAZONAS,Hurto,126,558,23.102188169305844,43.84427835446437,44.08045075859842,3.8172905471825356,9232.122014995088,30.78097676463204,20.0,1.473120526094987,0.0,19.326755530502492,1.3647999863449274
2020,3,AMAZONAS,Otros,392,1007,23.103666621222814,43.968126925677616,45.36333035823148,3.870935352537615,9380.483233780997,31.43445083682057,20.0,0.9799338233970448,0.0,19.945406669621665,4.178889191852394
2020,3,AMAZONAS,Robo,14,88,23.216770739410126,43.925268753526865,44.81144402178915,3.785815055609754,9291.339548492553,31.488424218205264,20.0,1.2723018687742036,0.0,19.68354721890713,0.15067795043903429
2020,3,AMAZONAS,Violencia contra la mujer e integrantes,208,781,23.423172020007776,43.69120419723086,43.70019855828219,3.8073336709698546,9207.309803683052,30.214821080597893,20.0,1.18704359788481,0.0,19.093142986694406,2.2590746312978096
2020,4,AMAZONAS,Estafa,3,36,23.33630053744902,44.40288100495567,45.10736411529823,3.8593028239414826,9197.622645084068,29.911829528643633,18.66025403784439,1.0864163333128907,0.0,20.028969212587945,0.03261712418266514
2020,4,AMAZONAS,Extorsion,1,8,23.204590475225366,43.915794939473386,46.32102021208972,3.8949711215356246,9337.294617842472,30.08439147886497,18.66025403784439,0.874541030915948,0.0,20.34224425021334,0.010709740250555206
2020,4,AMAZONAS,Homicidio,1,6,23.504694309460145,44.33028959272136,44.59429689527875,3.8484732215037365,9412.461314237893,32.211249055762295,18.66025403784439,0.7028505596589306,0.0,19.76878095551502,0.01062421365267484
2020,4,AMAZONAS,Hurto,40,517,23.06256625357031,43.726633480358984,46.25700988946037,3.9451575661425875,9194.738086470168,31.975412555493858,18.66025403784439,1.5358228322529928,0.0,20.226633173337746,0.4350314236667494
2020,4,AMAZONAS,Otros,142,1089,23.205447391028965,44.042126313360754,43.909755502489006,3.8972260666906777,9175.898654637876,31.61936649517525,18.66025403784439,1.0023313998548073,0.0,19.33878998229408,1.5475323490874362
2020,4,AMAZONAS,Robo,2,75,23.274914685322894,43.58108601890936,45.627615312841726,3.884256702200794,9251.558296703211,32.491022670112415,18.66025403784439,1.2659770343325016,0.0,19.885010277866613,0.021617979759287677
2020,4,AMAZONAS,Violencia contra la mujer e integrantes,93,734,23.358881505227146,44.23251402578123,43.958690985589655,3.9049108800102315,9253.42729921879,31.667390944612283,18.66025403784439,1.2071676687020392,0.0,19.44403415575077,1.005033021741592
2020,5,AMAZONAS,Estafa,4,29,23.66692469986386,44.07120423045673,44.38864324859924,3.7334881243690017,9368.288390643473,31.489035885657984,15.0,1.0990070983736493,0.0,19.56260962121901,0.042697233829767436
2020,5,AMAZONAS,Extorsion,3,7,23.118894660100224,44.11051883345338,45.19127025536974,3.7793423348003077,9274.335979620559,31.644474896018412,15.0,0.9219741576186474,0.0,19.934103777071684,0.03234732930305959
2020,5,AMAZONAS,Homicidio,2,6,23.41332343435514,43.605514376648095,45.250505173737224,3.819596727191955,9161.149816344236,30.27516062680826,15.0,0.6942552167577625,0.0,19.731715539039875,0.021831320741331373
2020,5,AMAZONAS,Hurto,62,351,23.48650003645487,43.74571373058358,45.74307055653226,3.788565440806576,9400.151745463678,32.635651873503036,15.0,1.5226783827391976,0.0,20.01063269723947,0.6595638206576818
2020,5,AMAZONAS,Otros,180,886,22.975477586305917,43.625411167671146,45.311340799514085,3.90562717674012,9247.6840964749,31.210008855638975,15.0,0.9723064150816955,0.0,19.76725872937275,1.9464332704510712
2020,5,AMAZONAS,Robo,3,50,23.500661981379743,43.814244597907354,45.25275970182752,3.6562288293744865,9329.93440162533,30.163832592496284,15.0,1.3172764606625147,0.0,19.82715482306196,0.03215456691182504
